DateTime,Text,Words_VAD_Emotion,Tweet_VAD_Emotion,Segment_ID
2022-02-09 03:28:23+00:00,RT @JonahFurman: The truckers' strike that Tucker Carlson isn't going to put on his TV show!,"{""strike"": {""valence"": 0.271, ""arousal"": 0.811, ""dominance"": 0.571, ""emotion"": [1, 0, 0, 0, 0, 0, 0, 0]}, ""tucker"": {""valence"": 0.475, ""arousal"": 0.558, ""dominance"": 0.429, ""emotion"": [0, 0, 0, 0, 0, 0, 0, 0]}, ""put"": {""valence"": 0.52, ""arousal"": 0.398, ""dominance"": 0.51, ""emotion"": [0, 0, 0, 0, 0, 0, 0, 0]}, ""tv"": {""valence"": 0.622, ""arousal"": 0.38, ""dominance"": 0.393, ""emotion"": [0, 0, 0, 0, 0, 0, 0, 0]}, ""show"": {""valence"": 0.673, ""arousal"": 0.771, ""dominance"": 0.719, ""emotion"": [0, 0, 0, 1, 0, 0, 0, 0]}}","{""valence"": 0.5122, ""arousal"": 0.5836, ""dominance"": 0.5244, ""emotion"": [0.2, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0]}",0
2022-02-09 03:31:49+00:00,tarkov is way harder than this https://t.co/F7wNxc7per,"{""way"": {""valence"": 0.48, ""arousal"": 0.275, ""dominance"": 0.42, ""emotion"": [0, 0, 0, 0, 0, 0, 0, 0]}}","{""valence"": 0.48, ""arousal"": 0.275, ""dominance"": 0.42, ""emotion"": [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",0
2022-02-09 06:46:20+00:00,@TaylorLorenz the beat is kinna fire tho,"{""beat"": {""valence"": 0.279, ""arousal"": 0.647, ""dominance"": 0.492, ""emotion"": [0, 0, 0, 0, 0, 0, 0, 0]}, ""fire"": {""valence"": 0.38, ""arousal"": 0.804, ""dominance"": 0.635, ""emotion"": [0, 1, 0, 0, 0, 0, 0, 0]}}","{""valence"": 0.3295, ""arousal"": 0.7255, ""dominance"": 0.5635, ""emotion"": [0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",0
2022-02-09 14:55:35+00:00,RT @Cam_Grants: the mastermind @hasanthehun https://t.co/hweg5E1VuM,"{""mastermind"": {""valence"": 0.792, ""arousal"": 0.625, ""dominance"": 0.918, ""emotion"": [0, 0, 0, 0, 0, 0, 0, 0]}}","{""valence"": 0.792, ""arousal"": 0.625, ""dominance"": 0.918, ""emotion"": [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",0
2022-02-09 15:23:07+00:00,watched the tinder swindler last night and i think i have to get back to 90 day fiancé reacts,"{""swindler"": {""valence"": 0.125, ""arousal"": 0.721, ""dominance"": 0.575, ""emotion"": [0, 0, 0, 0, 0, 0, 0, 0]}, ""night"": {""valence"": 0.598, ""arousal"": 0.396, ""dominance"": 0.404, ""emotion"": [0, 0, 0, 0, 0, 0, 0, 0]}, ""think"": {""valence"": 0.786, ""arousal"": 0.408, ""dominance"": 0.618, ""emotion"": [0, 0, 0, 0, 0, 0, 0, 0]}, ""have"": {""valence"": 0.757, ""arousal"": 0.389, ""dominance"": 0.593, ""emotion"": [0, 0, 0, 0, 0, 0, 0, 0]}, ""get"": {""valence"": 0.74, ""arousal"": 0.594, ""dominance"": 0.667, ""emotion"": [0, 0, 0, 0, 0, 0, 0, 0]}, ""back"": {""valence"": 0.438, ""arousal"": 0.353, ""dominance"": 0.336, ""emotion"": [0, 0, 0, 0, 0, 0, 0, 0]}, ""day"": {""valence"": 0.719, ""arousal"": 0.269, ""dominance"": 0.389, ""emotion"": [0, 0, 0, 0, 0, 0, 0, 0]}}","{""valence"": 0.5947142857142858, ""arousal"": 0.4471428571428571, ""dominance"": 0.5117142857142857, ""emotion"": [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",0
2022-02-09 15:48:10+00:00,morning joe reactionary pivot to local news petty crime stories arc? https://t.co/gEGXJll8Dt,"{""morning"": {""valence"": 0.688, ""arousal"": 0.235, ""dominance"": 0.444, ""emotion"": [0, 0, 0, 0, 0, 0, 0, 0]}, ""reactionary"": {""valence"": 0.406, ""arousal"": 0.573, ""dominance"": 0.69, ""emotion"": [0, 0, 0, 0, 0, 0, 0, 0]}, ""pivot"": {""valence"": 0.458, ""arousal"": 0.382, ""dominance"": 0.44, ""emotion"": [0, 0, 0, 1, 0, 0, 0, 0]}, ""local"": {""valence"": 0.656, ""arousal"": 0.269, ""dominance"": 0.452, ""emotion"": [0, 0, 0, 0, 0, 0, 0, 0]}, ""news"": {""valence"": 0.633, ""arousal"": 0.58, ""dominance"": 0.61, ""emotion"": [0, 0, 0, 0, 0, 0, 0, 0]}, ""petty"": {""valence"": 0.21, ""arousal"": 0.537, ""dominance"": 0.236, ""emotion"": [0, 0, 0, 0, 0, 0, 0, 0]}, ""crime"": {""valence"": 0.071, ""arousal"": 0.943, ""dominance"": 0.63, ""emotion"": [1, 0, 0, 0, 0, 0, 0, 0]}, ""arc"": {""valence"": 0.552, ""arousal"": 0.388, ""dominance"": 0.396, ""emotion"": [0, 0, 0, 0, 0, 0, 0, 0]}}","{""valence"": 0.45925, ""arousal"": 0.488375, ""dominance"": 0.48724999999999996, ""emotion"": [0.125, 0.0, 0.0, 0.125, 0.0, 0.0, 0.0, 0.0]}",0
2022-02-09 15:50:51+00:00,rich people on television will always say the most insane shit about people who steal. they never ask why the theft is happening.,"{""rich"": {""valence"": 0.882, ""arousal"": 0.627, ""dominance"": 0.905, ""emotion"": [0, 0, 0, 0, 0, 0, 0, 0]}, ""people"": {""valence"": 0.604, ""arousal"": 0.4, ""dominance"": 0.5, ""emotion"": [0, 0, 0, 0, 0, 0, 0, 0]}, ""television"": {""valence"": 0.633, ""arousal"": 0.391, ""dominance"": 0.547, ""emotion"": [0, 0, 0, 0, 0, 0, 0, 0]}, ""will"": {""valence"": 0.698, ""arousal"": 0.408, ""dominance"": 0.735, ""emotion"": [0, 0, 0, 0, 0, 0, 0, 0]}, ""say"": {""valence"": 0.571, ""arousal"": 0.31, ""dominance"": 0.482, ""emotion"": [0, 0, 0, 0, 0, 0, 0, 0]}, ""insane"": {""valence"": 0.062, ""arousal"": 0.67, ""dominance"": 0.265, ""emotion"": [1, 1, 0, 0, 0, 0, 0, 0]}, ""shit"": {""valence"": 0.0, ""arousal"": 0.678, ""dominance"": 0.294, ""emotion"": [1, 0, 0, 0, 0, 0, 0, 1]}, ""steal"": {""valence"": 0.021, ""arousal"": 0.856, ""dominance"": 0.528, ""emotion"": [1, 1, 0, 0, 0, 1, 0, 0]}, ""ask"": {""valence"": 0.531, ""arousal"": 0.44, ""dominance"": 0.459, ""emotion"": [0, 0, 0, 0, 0, 0, 0, 0]}, ""theft"": {""valence"": 0.135, ""arousal"": 0.867, ""dominance"": 0.394, ""emotion"": [1, 1, 0, 0, 0, 1, 0, 1]}, ""happening"": {""valence"": 0.646, ""arousal"": 0.529, ""dominance"": 0.555, ""emotion"": [0, 0, 0, 0, 0, 0, 0, 0]}}","{""valence"": 0.43481818181818177, ""arousal"": 0.5614545454545454, ""dominance"": 0.5149090909090909, ""emotion"": [0.36363636363636365, 0.2727272727272727, 0.0, 0.0, 0.0, 0.18181818181818182, 0.0, 0.18181818181818182]}",0
2022-02-09 17:18:03+00:00,i downloaded it for my pc. one of these days i might bite the bullet and do a twitch chat plays disco elysium https://t.co/27Q6gS7n3v,"{""one"": {""valence"": 0.542, ""arousal"": 0.292, ""dominance"": 0.37, ""emotion"": [0, 0, 0, 0, 0, 0, 0, 0]}, ""bite"": {""valence"": 0.219, ""arousal"": 0.796, ""dominance"": 0.51, ""emotion"": [0, 0, 0, 0, 0, 0, 0, 0]}, ""bullet"": {""valence"": 0.408, ""arousal"": 0.794, ""dominance"": 0.634, ""emotion"": [0, 0, 0, 0, 0, 0, 0, 0]}, ""do"": {""valence"": 0.67, ""arousal"": 0.548, ""dominance"": 0.536, ""emotion"": [0, 0, 0, 0, 0, 0, 0, 0]}, ""twitch"": {""valence"": 0.51, ""arousal"": 0.74, ""dominance"": 0.548, ""emotion"": [0, 0, 0, 0, 0, 0, 0, 0]}, ""chat"": {""valence"": 0.729, ""arousal"": 0.4, ""dominance"": 0.346, ""emotion"": [0, 0, 0, 0, 0, 0, 0, 0]}, ""disco"": {""valence"": 0.71, ""arousal"": 0.806, ""dominance"": 0.575, ""emotion"": [0, 0, 0, 0, 0, 0, 0, 0]}}","{""valence"": 0.5411428571428571, ""arousal"": 0.6251428571428571, ""dominance"": 0.5027142857142858, ""emotion"": [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",0
2022-02-09 17:19:45+00:00,if sony psp originally had two sticks it would’ve changed the whole world.,"{""two"": {""valence"": 0.52, ""arousal"": 0.2, ""dominance"": 0.404, ""emotion"": [0, 0, 0, 0, 0, 0, 0, 0]}, ""changed"": {""valence"": 0.594, ""arousal"": 0.375, ""dominance"": 0.491, ""emotion"": [0, 0, 0, 0, 0, 0, 0, 0]}, ""whole"": {""valence"": 0.653, ""arousal"": 0.357, ""dominance"": 0.572, ""emotion"": [0, 0, 0, 0, 0, 0, 0, 0]}, ""world"": {""valence"": 0.622, ""arousal"": 0.394, ""dominance"": 0.75, ""emotion"": [0, 0, 0, 0, 0, 0, 0, 0]}}","{""valence"": 0.59725, ""arousal"": 0.3315, ""dominance"": 0.55425, ""emotion"": [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",0
2022-02-09 17:21:47+00:00,@Yinyangfooey it was way too late my man,"{""way"": {""valence"": 0.48, ""arousal"": 0.275, ""dominance"": 0.42, ""emotion"": [0, 0, 0, 0, 0, 0, 0, 0]}, ""late"": {""valence"": 0.245, ""arousal"": 0.358, ""dominance"": 0.315, ""emotion"": [0, 0, 0, 0, 0, 1, 0, 0]}}","{""valence"": 0.3625, ""arousal"": 0.3165, ""dominance"": 0.3675, ""emotion"": [0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0]}",0
